TrainingRecordID,EmpID,TrainingDate,TrainingProgramName,TrainingPurpose,TrainingCategory,TrainingType,DeliveryMode,LocationCode,Trainer,TrainerGender,TrainingProvider,TrainingDurationDays,TrainingCostUSD,CompletionStatus,TrainingResult,AssessmentAttempts,FeedbackSubmitted,OverallSatisfactionScore,TrainerEvaluationScore,JobRelevanceScore,PersonalRelevanceScore,DigitalContentUsabilityScore
TRN-071493,1313,2023-12-26,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.99,Completed,Passed,1.0,No,,,,,
TRN-071494,1549,2023-12-26,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.58,Incomplete,Failed,1.0,Yes,4,,,3,4
TRN-071495,1555,2023-12-26,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.68,Completed,Passed,2.0,Yes,5,,5,4,4
TRN-071496,1705,2023-12-26,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.35,Completed,Passed,1.0,Yes,5,,3,3,5
TRN-071497,1779,2023-12-26,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.38,Completed,Passed,1.0,Yes,5,,3,5,3
TRN-071498,1865,2023-12-26,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.03,Incomplete,Failed,1.0,Yes,3,,4,3,3
TRN-071499,2015,2023-12-26,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.57,Incomplete,Not Taken,0.0,No,,,,,
TRN-071500,2261,2023-12-26,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.75,Cancelled,Not Taken,,No,,,,,
TRN-071501,2371,2023-12-26,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.97,Completed,Failed,1.0,Yes,5,,5,3,5
TRN-071502,2390,2023-12-26,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.94,Completed,Passed,1.0,No,,,,,
TRN-071503,2473,2023-12-26,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,35.87,Completed,Passed,1.0,Yes,2,,3,3,3
TRN-071504,2484,2023-12-26,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.61,Completed,Passed,1.0,No,,,,,
TRN-071505,2606,2023-12-26,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.8,Completed,Passed,1.0,Yes,4,,4,3,5
TRN-071506,2676,2023-12-26,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.31,Completed,Passed,1.0,No,,,,,
TRN-071507,2772,2023-12-26,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,38.47,Completed,Failed,2.0,Yes,4,,4,2,2
TRN-071508,2793,2023-12-26,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.82,Completed,Passed,1.0,Yes,2,,4,3,4
TRN-071509,2948,2023-12-26,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.56,Completed,Passed,2.0,No,,,,,
TRN-071510,3002,2023-12-26,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.54,Completed,Passed,1.0,No,,,,,
TRN-071511,3040,2023-12-26,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.41,Incomplete,Failed,1.0,Yes,4,,4,5,3
TRN-071512,3057,2023-12-26,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.7,Incomplete,Not Taken,0.0,No,,,,,
TRN-071513,3144,2023-12-26,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.06,Incomplete,Failed,1.0,Yes,4,,3,3,4
TRN-071514,3539,2023-12-26,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.19,Completed,Passed,2.0,Yes,5,,4,,4
TRN-071515,3678,2023-12-26,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.64,Completed,Passed,1.0,Yes,5,,4,4,4
TRN-071516,1172,2023-12-27,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,38.41,Completed,Passed,3.0,Yes,4,,4,4,2
TRN-071517,1526,2023-12-27,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.17,Completed,Passed,1.0,Yes,4,,4,3,4
TRN-071518,1712,2023-12-27,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.6,Completed,Passed,3.0,Yes,3,,3,4,4
TRN-071519,1758,2023-12-27,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.53,Completed,Passed,1.0,Yes,5,,3,4,5
TRN-071520,1939,2023-12-27,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.37,Incomplete,Failed,2.0,Yes,4,,3,3,5
TRN-071521,2252,2023-12-27,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.25,Completed,Failed,1.0,Yes,5,,5,3,3
TRN-071522,3193,2023-12-27,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.14,Completed,Failed,1.0,Yes,3,,2,2,4
TRN-071523,3332,2023-12-27,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.99,Completed,Passed,2.0,Yes,2,,2,1,3
TRN-071524,3405,2023-12-27,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.17,Completed,Passed,1.0,Yes,4,,4,3,4
TRN-071525,3416,2023-12-27,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.42,Completed,Passed,1.0,Yes,4,,5,2,4
TRN-071526,3420,2023-12-27,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.59,Incomplete,Failed,2.0,No,,,,,
TRN-071527,3678,2023-12-27,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.39,Completed,Passed,1.0,No,,,,,
TRN-071528,3710,2023-12-27,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.39,Completed,Passed,1.0,Yes,4,,3,,5
TRN-071529,1101,2023-12-28,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.36,Cancelled,Not Taken,,No,,,,,
TRN-071530,1181,2023-12-28,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.12,Completed,Passed,3.0,No,,,,,
TRN-071531,1536,2023-12-28,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.43,Completed,Passed,1.0,Yes,3,,3,2,4
TRN-071532,1848,2023-12-28,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.08,Completed,Passed,1.0,Yes,3,,2,4,4
TRN-071533,1875,2023-12-28,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,39.22,Completed,Passed,1.0,No,,,,,
TRN-071534,1884,2023-12-28,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.53,Completed,Passed,1.0,Yes,4,,4,,4
TRN-071535,1939,2023-12-28,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.59,Completed,Passed,1.0,No,,,,,
TRN-071536,2160,2023-12-28,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.26,Cancelled,Not Taken,,No,,,,,
TRN-071537,2278,2023-12-28,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,39.53,Completed,Passed,2.0,Yes,3,,4,2,4
TRN-071538,2385,2023-12-28,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.28,Completed,Passed,2.0,No,,,,,
TRN-071539,2526,2023-12-28,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.9,Completed,Passed,1.0,No,,,,,
TRN-071540,2549,2023-12-28,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.16,Cancelled,Not Taken,,No,,,,,
TRN-071541,2987,2023-12-28,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.89,Incomplete,Failed,1.0,Yes,2,,4,4,4
TRN-071542,3031,2023-12-28,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.9,Completed,Passed,1.0,Yes,4,,3,4,3
TRN-071543,3231,2023-12-28,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.11,Incomplete,Failed,1.0,No,,,,,
TRN-071544,3265,2023-12-28,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.18,Completed,Passed,1.0,Yes,5,,4,3,4
TRN-071545,3359,2023-12-28,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.22,Completed,Passed,1.0,Yes,4,,3,4,5
TRN-071546,3765,2023-12-28,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.43,Incomplete,Failed,1.0,No,,,,,
TRN-071547,3861,2023-12-28,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.43,Completed,Passed,1.0,Yes,5,,4,3,3
TRN-071548,3903,2023-12-28,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.29,Completed,Passed,2.0,No,,,,,
TRN-071549,1079,2023-12-29,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.73,Completed,Passed,1.0,Yes,3,,,3,3
TRN-071550,1090,2023-12-29,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.93,Completed,Passed,1.0,No,,,,,
TRN-071551,1332,2023-12-29,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.03,Completed,Passed,1.0,Yes,4,,3,3,5
TRN-071552,1419,2023-12-29,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.56,Completed,Passed,1.0,Yes,4,,3,3,3
TRN-071553,1679,2023-12-29,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.94,Completed,Passed,2.0,Yes,4,,2,3,5
TRN-071554,2628,2023-12-29,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.45,Incomplete,Failed,3.0,Yes,4,,5,4,4
TRN-071555,2691,2023-12-29,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.46,Incomplete,Failed,1.0,No,,,,,
TRN-071556,2742,2023-12-29,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.1,Completed,Passed,1.0,Yes,5,,3,3,5
TRN-071557,3099,2023-12-29,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.93,Completed,Passed,2.0,Yes,4,,3,3,4
TRN-071558,3402,2023-12-29,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.69,Completed,Passed,1.0,Yes,3,,3,3,3
TRN-071559,3457,2023-12-29,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.11,Completed,Passed,1.0,Yes,5,,4,3,4
TRN-071560,3510,2023-12-29,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.14,Completed,Passed,3.0,Yes,4,,3,4,3
TRN-071561,3700,2023-12-29,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.97,Completed,Passed,1.0,Yes,3,,2,1,5
TRN-071562,3777,2023-12-29,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.01,Completed,Passed,2.0,Yes,5,,4,3,4
TRN-071563,3849,2023-12-29,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.85,Incomplete,Not Taken,0.0,Yes,5,,4,3,4
TRN-071564,1842,2023-12-30,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.36,Completed,Passed,1.0,Yes,5,,4,2,4
TRN-071565,2033,2023-12-30,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,38.57,Incomplete,Not Taken,0.0,No,,,,,
TRN-071566,2129,2023-12-30,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.14,Completed,Passed,1.0,Yes,4,,3,3,5
TRN-071567,1655,2023-12-31,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.41,Completed,Passed,1.0,Yes,4,,3,3,4
TRN-071568,1861,2023-12-31,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.19,Completed,Passed,1.0,Yes,4,,4,3,3
TRN-071569,2868,2023-12-31,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.37,Completed,Passed,2.0,Yes,3,,3,3,5
TRN-071570,3957,2023-12-31,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.08,Completed,Passed,1.0,Yes,3,,3,3,4
TRN-071571,1140,2024-01-01,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.61,Completed,Passed,2.0,Yes,4,,4,4,4
TRN-071572,1170,2024-01-01,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.82,Completed,Passed,1.0,Yes,3,,4,3,3
TRN-071573,1345,2024-01-01,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.51,Completed,Passed,1.0,Yes,5,,3,3,3
TRN-071574,1444,2024-01-01,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.51,Completed,Passed,1.0,Yes,4,,3,3,3
TRN-071575,1714,2024-01-01,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.51,Completed,Passed,1.0,Yes,5,,5,4,5
TRN-071576,1757,2024-01-01,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.48,Completed,Failed,1.0,Yes,4,,4,3,4
TRN-071577,3079,2024-01-01,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.1,Completed,Passed,1.0,Yes,3,,3,3,
TRN-071578,3080,2024-01-01,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.46,Incomplete,Not Taken,0.0,No,,,,,
TRN-071579,3996,2024-01-01,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.0,Completed,Failed,3.0,Yes,4,,4,4,4
TRN-071580,1001,2024-01-02,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.57,Completed,Passed,2.0,Yes,5,,3,5,5
TRN-071581,1035,2024-01-02,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.48,Completed,Passed,2.0,Yes,3,,4,3,4
TRN-071582,1159,2024-01-02,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.93,Incomplete,Not Taken,0.0,Yes,2,,3,2,2
TRN-071583,1230,2024-01-02,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.53,Completed,Passed,1.0,Yes,3,,4,4,3
TRN-071584,1714,2024-01-02,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.25,Completed,Passed,2.0,Yes,4,,5,3,5
TRN-071585,2051,2024-01-02,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.62,Completed,Passed,1.0,Yes,3,,3,4,3
TRN-071586,2069,2024-01-02,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.6,Incomplete,Failed,2.0,Yes,5,,4,3,4
TRN-071587,2153,2024-01-02,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.84,Completed,Passed,1.0,Yes,4,,3,2,5
TRN-071588,2160,2024-01-02,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.93,Completed,Passed,2.0,Yes,4,,4,4,3
TRN-071589,2242,2024-01-02,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.37,Completed,Failed,1.0,Yes,3,,5,3,3
TRN-071590,2298,2024-01-02,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.15,Completed,Passed,1.0,Yes,4,,4,4,4
TRN-071591,2568,2024-01-02,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.24,Completed,Passed,1.0,Yes,5,,4,4,5
TRN-071592,2863,2024-01-02,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.56,Cancelled,Not Taken,,No,,,,,
TRN-071593,3079,2024-01-02,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.64,Completed,Passed,1.0,Yes,3,,4,3,4
TRN-071594,3080,2024-01-02,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.16,Completed,Passed,1.0,Yes,5,,3,3,4
TRN-071595,3231,2024-01-02,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,38.7,Completed,Passed,1.0,Yes,4,,4,2,2
TRN-071596,3296,2024-01-02,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.45,Completed,Passed,2.0,Yes,4,,3,3,3
TRN-071597,3401,2024-01-02,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.16,Completed,Failed,2.0,Yes,4,,3,2,4
TRN-071598,3485,2024-01-02,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.02,Completed,Passed,2.0,Yes,2,,2,2,4
TRN-071599,3534,2024-01-02,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.57,Completed,Passed,1.0,Yes,4,,2,3,5
TRN-071600,3554,2024-01-02,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.02,Completed,Failed,1.0,Yes,5,,3,4,5
TRN-071601,3689,2024-01-02,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.75,Incomplete,Not Taken,0.0,No,,,,,
